employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0150,24,Female,PhD,Marketing,Lead,1,114562.0,33,13,140,16,9,5,5.5,90.4,0,1,Medium,72.46,Medium,57281.0,13.0,2.36,0.1135,0.6256,1
EMP0151,54,Male,Bachelor's,Marketing,Manager,14,158069.88999999998,54,11,195,12,12,3,6.5,73.4,12,0,Medium,64.4,Medium,10537.99,0.85,4.5,0.0612,0.6506,1
EMP0152,32,Female,PhD,HR,Mid,6,70098.0,20,3,179,22,5,2,4.9,90.2,3,0,High,41.68,Low,10014.0,0.75,5.0,0.1222,0.5678,0
EMP0153,56,Male,Bachelor's,Support,Lead,18,124299.0,93,10,202,3,14,2,4.6,95.0,14,0,Medium,67.79,Medium,6542.05,0.67,8.45,0.0148,0.797,1
EMP0154,33,Female,Bachelor's,Support,Senior,4,76759.0,73,5,215,1,7,1,8.3,88.9,3,0,Medium,59.45,Medium,15351.8,1.25,12.17,0.0046,0.8236,1
EMP0155,38,Male,Master's,Sales,Mid,9,71548.0,39,6,184,17,0,4,5.0,88.6,9,0,Medium,61.71,Medium,7154.8,0.6,5.57,0.0919,0.6214,0
EMP0156,47,Female,Bachelor's,Sales,Manager,10,140735.0,81,14,185,30,10,5,6.5,82.3,10,0,Low,76.38,High,12794.09,1.27,5.4,0.1613,0.7672,1
EMP0157,26,Male,Bachelor's,Finance,Mid,1,60684.0,14,16,178,12,3,5,7.9,82.0,0,0,Medium,73.67,Medium,30342.0,16.0,0.82,0.067,0.607,0
EMP0158,43,Female,Bachelor's,Marketing,Mid,13,65537.0,44,3,169,12,0,4,7.9,100.0,13,0,Medium,63.79,Medium,4681.21,0.21,11.0,0.0706,0.769,0
EMP0159,41,Male,Bachelor's,Sales,Junior,17,54016.0,68,12,147,6,2,3,7.7,100.0,17,0,Medium,72.66,Medium,3000.89,0.67,5.23,0.0405,0.835,0
EMP0160,51,Male,Master's,Engineering,Junior,14,53113.0,12,9,142,11,5,5,7.0,90.0,14,1,Medium,70.83,Medium,3540.87,0.6,1.2,0.0769,0.606,0
EMP0161,59,Female,Bachelor's,Marketing,Lead,19,124770.0,73,7,197,11,10,3,7.6,92.3,18,0,Medium,65.97,Medium,6238.5,0.37,9.12,0.0556,0.8162,1
EMP0162,47,Male,Master's,Marketing,Mid,21,84149.0,83,14,213,10,19,3,8.6,82.2,21,0,Low,76.3,High,3824.95,0.64,5.53,0.0467,0.8358,0
EMP0163,37,Female,PhD,HR,Mid,13,65966.0,63,5,144,13,4,4,7.1,95.1,11,0,Medium,65.17,Medium,4711.86,0.42,10.5,0.0897,0.7824,0
EMP0164,37,Female,Bachelor's,Sales,Junior,9,35053.0,28,15,166,11,1,1,3.7,100.0,6,0,Medium,52.44,Medium,3505.3,2.14,1.75,0.0659,0.595,0
EMP0165,37,Female,Bachelor's,Operations,Mid,8,77598.0,77,8,188,27,3,5,5.7,77.8,7,0,Medium,69.81,Medium,8622.0,1.0,8.56,0.1429,0.7132,0
EMP0166,52,Male,PhD,Finance,Lead,17,140314.0,40,2,196,13,6,5,7.5,93.7,17,0,Medium,64.7,Medium,7795.22,0.11,13.33,0.066,0.7198,1
EMP0167,34,Male,PhD,HR,Lead,6,110779.0,76,16,198,30,4,4,5.6,94.3,4,0,Medium,70.57,Medium,15825.57,3.2,4.47,0.1508,0.7732,1
EMP0168,28,Male,Master's,Sales,Junior,2,26808.0,66,17,195,24,6,4,8.9,94.2,2,0,Low,81.37,High,8936.0,5.67,3.67,0.1224,0.8418,0
EMP0169,34,Female,PhD,HR,Mid,7,57214.0,18,11,146,25,19,3,6.4,100.0,4,0,Medium,53.72,Medium,7151.75,2.2,1.5,0.1701,0.646,0
EMP0170,22,Female,Bachelor's,Finance,Mid,0,59072.0,18,14,160,23,7,2,6.6,100.0,0,1,Medium,52.44,Medium,59072.0,14.0,1.2,0.1429,0.652,0
EMP0171,26,Female,Bachelor's,Marketing,Senior,0,90728.0,11,3,177,36,12,4,8.2,88.1,0,0,Medium,54.31,Medium,90728.0,3.0,2.75,0.2022,0.6314,1
EMP0172,25,Female,Master's,Sales,Mid,2,47696.0,16,7,145,10,13,4,6.2,95.4,1,0,Medium,68.26,Medium,15898.67,3.5,2.0,0.0685,0.6156,0
EMP0173,51,Male,Bachelor's,HR,Mid,16,73205.0,36,7,167,39,2,5,6.8,90.7,15,0,Medium,61.09,Medium,4306.18,0.44,4.5,0.2321,0.6748,0
EMP0174,49,Male,Master's,Marketing,Mid,15,74567.0,12,15,170,8,4,2,7.8,84.9,15,1,Medium,60.87,Medium,4660.44,0.94,0.75,0.0468,0.6096,0
EMP0175,48,Male,Master's,Marketing,Mid,20,85916.0,94,7,218,5,8,3,4.3,92.2,18,0,Medium,66.31,Medium,4091.24,0.37,11.75,0.0228,0.7798,0
EMP0176,39,Male,Master's,Marketing,Mid,15,70251.0,92,14,165,33,9,3,6.1,95.4,15,1,Medium,65.79,Medium,4390.69,0.88,6.13,0.1988,0.8406,0
EMP0177,49,Male,Bachelor's,Marketing,Mid,15,60489.0,25,6,217,35,0,4,7.7,91.7,12,0,Medium,59.14,Medium,3780.56,0.46,3.57,0.1606,0.6728,0
EMP0178,28,Male,Bachelor's,Operations,Lead,4,109769.0,38,12,196,3,12,4,6.6,83.0,3,1,Medium,68.26,Medium,21953.8,3.0,2.92,0.0152,0.644,1
EMP0179,56,Male,Bachelor's,HR,Senior,19,111798.0,76,4,195,23,6,5,8.7,86.3,17,1,Medium,72.92,Medium,5589.9,0.22,15.2,0.1173,0.8342,1
EMP0180,41,Male,Bachelor's,HR,Mid,8,63939.0,69,11,205,20,6,3,4.1,86.4,6,1,Medium,54.78,Medium,7104.33,1.57,5.75,0.0971,0.6756,0
EMP0181,57,Female,Master's,Finance,Lead,26,134441.0,62,2,207,8,12,4,4.0,83.3,23,0,Medium,59.22,Medium,4979.3,0.08,20.67,0.0385,0.6392,1
EMP0182,27,Female,Bachelor's,Marketing,Lead,0,96204.0,98,14,157,20,18,1,7.7,92.5,0,1,Medium,67.32,Medium,96204.0,14.0,6.53,0.1266,0.895,1
EMP0183,40,Female,Bachelor's,Engineering,Junior,10,40233.0,66,1,173,27,17,3,7.8,93.3,8,0,Medium,58.67,Medium,3657.55,0.11,33.0,0.1552,0.8052,0
EMP0184,48,Male,Bachelor's,Operations,Mid,17,83611.0,70,19,182,22,19,3,6.2,97.8,13,0,Medium,74.59,High,4645.06,1.36,3.5,0.1202,0.7872,0
EMP0185,40,Male,Bachelor's,Engineering,Junior,8,47699.0,55,16,218,20,8,4,7.1,83.1,7,0,Medium,73.66,Medium,5299.89,2.0,3.24,0.0913,0.7104,0
EMP0186,38,Male,PhD,Finance,Senior,7,92322.0,57,11,143,35,2,4,7.6,85.4,4,0,Medium,65.88,Medium,11540.25,2.2,4.75,0.2431,0.7406,1
EMP0187,28,Male,Bachelor's,Sales,Junior,3,50616.0,36,18,178,9,4,3,5.3,100.0,2,0,Medium,65.37,Medium,12654.0,6.0,1.89,0.0503,0.667,0
EMP0188,36,Female,Diploma,Sales,Senior,13,87161.0,56,16,157,24,6,4,5.4,88.7,10,0,Medium,67.05,Medium,6225.79,1.45,3.29,0.1519,0.6848,1
EMP0189,31,Female,Bachelor's,Engineering,Junior,6,37783.0,92,3,156,12,6,5,6.8,90.2,4,0,Medium,70.77,Medium,5397.57,0.6,23.0,0.0764,0.8408,0
EMP0190,33,Male,Master's,Support,Mid,6,63463.0,43,15,200,38,4,3,7.9,88.6,2,0,Medium,61.49,Medium,9066.14,5.0,2.69,0.1891,0.7204,0
EMP0191,47,Male,Bachelor's,HR,Manager,10,137485.0,21,8,156,10,3,3,4.8,99.1,9,0,Medium,56.55,Medium,12498.64,0.8,2.33,0.0637,0.6034,1
EMP0192,45,Male,Bachelor's,Marketing,Mid,17,81665.0,63,17,203,34,3,4,6.2,99.4,15,0,Low,76.16,High,4536.94,1.06,3.5,0.1667,0.7726,0
EMP0193,45,Male,PhD,Operations,Lead,8,108100.0,80,17,219,25,13,4,6.1,98.9,8,1,Low,77.12,High,12011.11,1.89,4.44,0.1136,0.8186,1
EMP0194,35,Female,Diploma,Engineering,Manager,8,131659.0,96,19,202,8,9,5,7.1,90.2,5,1,Low,86.79,High,14628.78,3.17,4.8,0.0394,0.8618,1
EMP0195,58,Female,PhD,HR,Lead,28,134126.0,58,9,153,30,0,3,6.5,83.0,28,1,Medium,54.08,Medium,4625.03,0.31,5.8,0.1948,0.701,1
EMP0196,25,Female,Bachelor's,HR,Junior,3,39962.0,80,4,151,9,11,4,5.7,100.0,1,0,Medium,68.53,Medium,9990.5,2.0,16.0,0.0592,0.811,0
EMP0197,35,Female,Bachelor's,HR,Lead,7,115877.0,32,3,174,10,16,5,8.4,96.9,7,0,Medium,73.32,Medium,14484.62,0.38,8.0,0.0571,0.7356,1
EMP0198,26,Female,Master's,Engineering,Junior,1,39345.0,48,4,184,13,8,3,5.7,86.3,0,0,Medium,55.63,Medium,19672.5,4.0,9.6,0.0703,0.6602,0
EMP0199,34,Female,Bachelor's,Support,Mid,5,64689.0,47,19,202,27,6,4,6.1,100.0,3,0,Medium,73.38,Medium,10781.5,4.75,2.35,0.133,0.724,0
EMP0200,58,Female,Master's,Sales,Lead,23,130162.0,39,12,173,15,5,5,4.1,85.7,22,0,Medium,66.61,Medium,5423.42,0.52,3.0,0.0862,0.5828,1
EMP0201,35,Female,Master's,Finance,Senior,10,90494.0,74,7,153,22,7,2,5.4,100.0,9,1,Medium,58.8,Medium,8226.73,0.7,9.25,0.1429,0.784,1
EMP0202,56,Male,Master's,Operations,Mid,18,70870.0,89,9,219,22,5,4,7.3,100.0,18,0,Medium,69.41,Medium,3730.0,0.47,8.9,0.1,0.886,0
EMP0203,40,Female,PhD,Marketing,Mid,13,72910.0,39,4,212,7,18,5,7.0,82.6,10,1,Medium,73.3,Medium,5207.86,0.36,7.8,0.0329,0.6574,0
EMP0204,48,Female,Master's,Engineering,Lead,21,122535.0,22,11,192,9,19,3,7.4,94.7,18,0,Medium,59.97,Medium,5569.77,0.58,1.83,0.0466,0.6668,1
EMP0205,39,Female,Bachelor's,Marketing,Senior,8,103118.0,84,9,195,12,6,4,7.3,96.3,6,0,Low,77.78,High,11457.56,1.29,8.4,0.0612,0.8562,1
EMP0206,32,Female,Bachelor's,Operations,Mid,4,70537.0,86,16,214,8,18,4,9.6,100.0,4,1,Low,86.28,High,14107.4,3.2,5.06,0.0372,0.946,0
EMP0207,51,Female,Master's,Support,Lead,16,124262.0,94,1,177,36,17,5,5.4,84.1,16,1,Medium,63.92,Medium,7309.53,0.06,47.0,0.2022,0.7804,1
EMP0208,58,Female,Bachelor's,Support,Junior,27,70427.0,32,18,151,15,1,5,4.1,100.0,24,0,Medium,72.03,Medium,2515.25,0.72,1.68,0.0987,0.619,0
EMP0209,32,Male,Bachelor's,Sales,Junior,6,41496.0,74,2,188,16,9,5,4.9,90.1,2,0,Medium,67.68,Medium,5928.0,0.67,24.67,0.0847,0.7294,0
EMP0210,51,Female,Bachelor's,Finance,Senior,22,96311.0,74,8,176,26,13,2,5.4,80.1,18,0,Medium,54.79,Medium,4187.43,0.42,8.22,0.1469,0.7044,1
EMP0211,31,Female,Master's,Sales,Manager,6,135470.0,81,7,203,31,8,4,5.0,89.0,4,0,Medium,66.18,Medium,19352.86,1.4,10.12,0.152,0.749,1
EMP0212,49,Female,PhD,Finance,Junior,22,62211.0,82,14,201,27,9,5,6.6,90.0,20,0,Low,81.97,High,2704.83,0.67,5.47,0.1337,0.804,0
EMP0213,51,Male,Master's,Marketing,Junior,24,65635.0,95,13,177,22,9,4,8.4,81.5,24,1,Low,78.52,High,2625.4,0.52,6.79,0.1236,0.863,0
EMP0214,39,Female,Bachelor's,Finance,Junior,12,53156.0,52,4,169,39,13,4,8.8,92.5,12,0,Medium,67.67,Medium,4088.92,0.31,10.4,0.2294,0.79,0
EMP0215,50,Male,Bachelor's,Finance,Lead,23,134970.0,16,10,173,35,5,1,7.3,97.7,20,1,High,45.68,Low,5623.75,0.48,1.45,0.2011,0.6578,1
EMP0216,32,Male,Master's,Support,Junior,10,41462.0,27,11,190,8,11,5,9.7,91.9,8,0,Low,81.72,High,3769.27,1.22,2.25,0.0419,0.7396,0
EMP0217,25,Female,Bachelor's,HR,Mid,1,50735.0,89,9,190,6,4,1,6.0,85.7,0,0,Medium,59.74,Medium,25367.5,9.0,8.9,0.0314,0.7898,0
EMP0218,25,Female,Master's,Marketing,Manager,1,142806.0,86,1,180,15,17,3,4.1,88.8,0,1,Medium,54.77,Medium,71403.0,1.0,43.0,0.0829,0.7362,1
EMP0219,38,Female,Master's,HR,Junior,13,56767.0,10,4,182,33,1,5,8.1,90.0,12,0,Medium,61.49,Medium,4054.79,0.31,2.0,0.1803,0.633,0
EMP0220,56,Male,Bachelor's,Sales,Mid,23,79473.0,43,10,219,38,1,5,3.7,91.7,19,1,Medium,62.11,Medium,3311.38,0.5,3.91,0.1727,0.6068,0
EMP0221,26,Female,Bachelor's,Engineering,Mid,0,54142.0,32,5,160,28,0,5,5.4,98.9,0,0,Medium,62.09,Medium,54142.0,5.0,5.33,0.1739,0.6536,0
EMP0222,39,Female,Bachelor's,HR,Lead,10,111178.0,38,11,153,27,6,4,7.3,92.2,7,0,Medium,66.87,Medium,10107.09,1.38,3.17,0.1753,0.7018,1
EMP0223,48,Female,PhD,Operations,Mid,24,84052.0,67,4,203,9,12,3,6.3,78.8,23,0,Medium,62.82,Medium,3362.08,0.17,13.4,0.0441,0.7052,0
EMP0224,29,Female,Master's,HR,Mid,4,63581.0,55,14,214,23,19,4,6.2,85.5,1,0,Medium,68.15,Medium,12716.2,7.0,3.67,0.107,0.693,0
EMP0225,49,Male,Bachelor's,Operations,Junior,20,79279.0,53,4,188,7,9,2,4.7,91.3,19,0,High,43.46,Low,3775.19,0.2,10.6,0.037,0.6652,0
EMP0226,33,Female,PhD,Sales,Senior,8,91118.0,49,13,172,21,3,5,6.5,99.0,6,0,Low,79.73,High,10124.22,1.86,3.5,0.1214,0.738,1
EMP0227,52,Male,Bachelor's,HR,Senior,26,116500.0,67,16,167,7,7,4,8.0,100.0,26,1,Low,80.41,High,4314.81,0.59,3.94,0.0417,0.841,1
EMP0228,44,Female,Bachelor's,Finance,Junior,12,35908.0,71,7,177,3,2,4,6.5,100.0,9,1,Medium,70.68,Medium,2762.15,0.7,8.88,0.0169,0.808,0
EMP0229,42,Male,Diploma,Marketing,Mid,16,70320.0,13,3,144,38,9,2,5.3,91.0,16,0,High,35.58,Low,4136.47,0.18,3.25,0.2621,0.562,0
EMP0230,28,Male,Bachelor's,Engineering,Lead,5,115830.0,22,1,182,35,14,4,4.6,96.1,2,0,High,47.91,Low,19305.0,0.33,11.0,0.1913,0.5884,1
EMP0231,39,Female,Bachelor's,Engineering,Junior,14,55018.0,40,7,161,27,0,5,5.3,78.4,11,1,Medium,60.17,Medium,3667.87,0.58,5.0,0.1667,0.5926,0
EMP0232,54,Female,Master's,Support,Junior,28,33487.0,49,3,161,25,15,4,7.1,93.4,28,1,Medium,59.35,Medium,1154.72,0.1,12.25,0.1543,0.7336,0
EMP0233,22,Female,Bachelor's,Finance,Mid,0,60392.0,98,17,184,9,4,2,7.0,81.4,0,0,Medium,69.51,Medium,60392.0,17.0,5.44,0.0486,0.8296,0
EMP0234,50,Female,Master's,Sales,Mid,18,91945.0,90,19,217,22,13,3,5.3,89.5,17,0,Medium,72.86,Medium,4839.21,1.06,4.5,0.1009,0.787,0
EMP0235,40,Female,Bachelor's,Sales,Junior,6,26232.0,68,19,156,29,16,3,3.2,100.0,4,0,Medium,69.69,Medium,3747.43,3.8,3.4,0.1847,0.7,0
EMP0236,49,Male,Bachelor's,Engineering,Mid,22,93555.0,13,18,212,21,15,2,7.1,92.4,22,0,Medium,60.72,Medium,4067.61,0.78,0.68,0.0986,0.6216,0
EMP0237,47,Male,Bachelor's,Support,Junior,12,27224.0,19,12,181,11,13,5,5.2,83.1,9,1,Medium,70.33,Medium,2094.15,1.2,1.46,0.0604,0.5454,0
EMP0238,38,Male,Bachelor's,Engineering,Mid,11,75703.0,51,7,217,15,13,4,7.5,93.3,9,0,Medium,67.01,Medium,6308.58,0.7,6.38,0.0688,0.7512,0
EMP0239,33,Male,Bachelor's,Operations,Senior,9,90730.0,62,9,170,33,3,2,5.4,85.9,8,0,Medium,51.8,Medium,9073.0,1.0,6.2,0.193,0.6916,1
EMP0240,45,Male,Bachelor's,Sales,Mid,13,51800.0,69,5,219,10,2,4,5.0,82.3,9,0,Medium,65.22,Medium,3700.0,0.5,11.5,0.0455,0.6862,0
EMP0241,27,Female,PhD,Marketing,Junior,0,38569.0,22,16,192,38,7,3,6.7,100.0,0,0,Medium,57.22,Medium,38569.0,16.0,1.29,0.1969,0.667,0
EMP0242,44,Female,Bachelor's,Sales,Lead,9,120006.0,89,9,193,30,12,3,9.801,98.5,6,0,Medium,71.1,Medium,12000.6,1.29,8.9,0.1546,0.955,1
EMP0243,25,Female,Bachelor's,Operations,Junior,2,40311.0,54,8,185,35,12,4,7.6,92.8,2,0,Medium,67.03,Medium,13437.0,2.67,6.0,0.1882,0.7612,0
EMP0244,46,Male,Bachelor's,Engineering,Senior,15,102678.0,63,14,176,20,15,1,6.7,86.9,13,0,Medium,59.66,Medium,6417.38,1.0,4.2,0.113,0.7376,1
EMP0245,45,Female,Bachelor's,Marketing,Mid,11,64906.0,13,8,182,8,6,4,7.0,87.5,8,1,Medium,63.28,Medium,5408.83,0.89,1.44,0.0437,0.599,0
EMP0246,25,Female,Bachelor's,Sales,Senior,1,66308.0,84,7,208,1,17,5,3.9,100.0,0,1,Medium,71.81,Medium,33154.0,7.0,10.5,0.0048,0.769,1
EMP0247,50,Female,Master's,Sales,Junior,15,58534.0,58,5,203,21,8,5,4.8,92.5,12,0,Medium,64.79,Medium,3658.38,0.38,9.67,0.1029,0.688,0
EMP0248,37,Male,Bachelor's,Sales,Junior,12,63398.0,30,2,141,15,4,3,3.0,71.69500000000001,12,0,High,38.12,Low,4876.77,0.15,10.0,0.1056,0.4668,0
EMP0249,51,Male,PhD,Support,Mid,16,83236.0,38,1,195,4,14,4,9.1,100.0,13,1,Medium,68.88,Medium,4896.24,0.07,19.0,0.0204,0.787,0
EMP0250,23,Female,Diploma,Marketing,Junior,0,26131.46,41,8,206,37,2,3,8.8,91.5,0,1,Medium,59.99,Medium,26131.46,8.0,4.56,0.1787,0.753,0
EMP0251,28,Male,Bachelor's,Marketing,Junior,2,26131.46,12,19,199,38,8,4,7.1,92.7,1,1,Medium,63.84,Medium,8710.49,9.5,0.6,0.19,0.6198,0
EMP0252,40,Male,Bachelor's,Marketing,Senior,11,86432.0,94,5,179,14,15,3,6.7,98.7,7,0,Medium,68.28,Medium,7202.67,0.62,15.67,0.0778,0.8778,1
EMP0253,29,Male,Bachelor's,Support,Lead,4,92056.0,82,13,166,26,15,4,4.2,93.7,0,0,Medium,69.26,Medium,18411.2,13.0,5.86,0.1557,0.7468,1
EMP0254,34,Female,Master's,Marketing,Junior,9,46153.0,89,7,193,16,5,3,6.2,96.0,5,1,Medium,67.17,Medium,4615.3,1.17,11.12,0.0825,0.837,0
EMP0255,47,Female,Bachelor's,Marketing,Lead,14,119947.0,41,6,193,19,3,5,9.2,86.6,13,0,Medium,68.69,Medium,7996.47,0.43,5.86,0.0979,0.7454,1
EMP0256,27,Male,PhD,Marketing,Senior,3,72157.0,60,4,169,24,0,5,6.7,80.2,0,0,Medium,65.67,Medium,18039.25,4.0,12.0,0.1412,0.7018,1
EMP0257,47,Male,Master's,Marketing,Lead,13,121817.0,51,11,172,16,1,3,5.7,92.2,10,0,Medium,63.36,Medium,8701.21,1.0,4.25,0.0925,0.6928,1
EMP0258,25,Female,PhD,Engineering,Senior,1,86008.0,52,13,169,32,16,4,3.9,100.0,0,0,Medium,67.09,Medium,43004.0,13.0,3.71,0.1882,0.673,1
EMP0259,28,Female,Master's,Finance,Senior,5,81614.0,63,7,143,7,15,2,8.6,84.8,1,0,Medium,62.05,Medium,13602.33,3.5,7.88,0.0486,0.7862,1
EMP0260,44,Female,Diploma,Engineering,Mid,10,65619.0,50,11,142,26,10,4,6.4,84.2,6,0,Medium,66.33,Medium,5965.36,1.57,4.17,0.1818,0.6788,0
EMP0261,52,Male,Bachelor's,Sales,Senior,25,94401.0,79,10,146,39,11,3,3.9,99.8,25,0,Medium,60.0,Medium,3630.81,0.38,7.18,0.2653,0.7532,1
EMP0262,28,Female,Bachelor's,Sales,Lead,3,100941.0,15,6,173,34,6,2,5.1,86.3,0,0,High,40.81,Low,25235.25,6.0,2.14,0.1954,0.5432,1
EMP0263,33,Male,Bachelor's,Marketing,Junior,4,39859.0,27,14,180,1,3,4,4.6,86.7,2,0,Medium,69.95,Medium,7971.8,4.67,1.8,0.0055,0.5658,0
EMP0264,57,Female,Diploma,Operations,Mid,17,76749.0,90,11,172,4,0,4,6.3,87.0,14,1,Low,80.01,High,4263.83,0.73,7.5,0.0231,0.807,0
EMP0265,59,Male,Master's,Finance,Junior,14,54831.0,89,2,216,25,13,4,6.8,89.5,12,0,Medium,69.77,Medium,3655.4,0.15,29.67,0.1152,0.829,0
EMP0266,44,Male,PhD,Support,Manager,17,152353.0,83,10,157,36,0,4,5.7,77.4,16,0,Medium,65.34,Medium,8464.06,0.59,7.55,0.2278,0.7296,1
EMP0267,38,Male,Bachelor's,Marketing,Mid,11,66085.0,43,8,171,33,2,2,7.7,85.7,11,0,Medium,59.54,Medium,5507.08,0.67,4.78,0.1919,0.7028,0
EMP0268,35,Male,Diploma,Support,Senior,6,89489.0,51,16,159,36,15,2,6.6,91.8,4,0,Medium,55.77,Medium,12784.14,3.2,3.0,0.225,0.7182,1
EMP0269,45,Female,Bachelor's,Engineering,Lead,19,130816.0,12,6,163,5,11,4,8.1,91.8,15,0,Medium,71.39,Medium,6540.8,0.38,1.71,0.0305,0.6462,1
EMP0270,44,Male,Bachelor's,HR,Manager,16,148436.0,35,19,186,20,9,4,6.0,99.3,12,0,Medium,73.7,Medium,8731.53,1.46,1.75,0.107,0.6822,1
EMP0271,33,Male,Diploma,Operations,Junior,10,49540.0,75,12,164,29,4,1,9.801,100.0,9,1,Medium,67.02,Medium,4503.64,1.2,5.77,0.1758,0.919,0
EMP0272,22,Male,Bachelor's,HR,Senior,0,78510.0,40,3,165,24,2,3,5.7,100.0,0,0,Medium,52.69,Medium,78510.0,3.0,10.0,0.1446,0.691,1
EMP0273,27,Female,Bachelor's,Support,Lead,5,100825.0,53,8,193,31,9,4,5.1,97.3,4,1,Medium,63.53,Medium,16804.17,1.6,5.89,0.1598,0.7012,1
EMP0274,58,Female,Master's,Marketing,Junior,28,72783.0,21,17,206,8,7,4,5.0,88.8,26,0,Medium,71.5,Medium,2509.76,0.63,1.17,0.0386,0.5682,0
EMP0275,37,Female,Bachelor's,Engineering,Senior,9,86358.0,54,5,157,18,10,5,6.2,85.0,8,0,Medium,64.24,Medium,8635.8,0.56,9.0,0.1139,0.688,1
EMP0276,40,Female,Bachelor's,Operations,Mid,11,71289.0,74,14,148,17,3,4,3.9,90.1,9,0,Medium,68.18,Medium,5940.75,1.4,4.93,0.1141,0.6994,0
EMP0277,39,Female,Bachelor's,Engineering,Senior,13,95826.0,61,15,159,37,4,4,6.9,94.7,11,0,Medium,62.73,Medium,6844.71,1.25,3.81,0.2312,0.7688,1
EMP0278,51,Female,Bachelor's,Operations,Mid,12,66968.0,60,14,186,8,2,4,3.6,96.6,9,1,Medium,68.66,Medium,5151.38,1.4,4.0,0.0428,0.6744,0
EMP0279,24,Male,PhD,Operations,Junior,1,33574.0,92,2,216,13,8,3,6.7,95.0,0,1,Medium,62.25,Medium,16787.0,2.0,30.67,0.0599,0.857,0
EMP0280,25,Female,Master's,Operations,Junior,3,34535.0,31,8,152,0,5,2,4.5,89.0,1,0,Medium,52.35,Medium,8633.75,4.0,3.44,0.0,0.584,0
EMP0281,32,Female,Bachelor's,HR,Junior,4,26633.0,36,7,143,6,4,1,5.9,96.3,1,0,Medium,59.17,Medium,5326.6,3.5,4.5,0.0417,0.6702,0
EMP0282,40,Female,Bachelor's,Support,Junior,15,56063.0,66,7,182,39,10,5,7.4,100.0,13,0,Low,75.35,High,3503.94,0.5,8.25,0.2131,0.82,0
EMP0283,47,Male,Bachelor's,Sales,Senior,20,105852.0,53,17,219,33,9,3,9.801,97.0,18,0,Medium,67.68,Medium,5040.57,0.89,2.94,0.15,0.841,1
EMP0284,40,Female,Master's,HR,Mid,8,71397.0,98,1,184,10,4,4,4.9,89.7,8,0,Medium,67.87,Medium,7933.0,0.11,49.0,0.0541,0.7998,0
EMP0285,38,Male,Diploma,Engineering,Junior,12,45148.0,15,11,213,28,13,4,6.3,83.3,8,0,Medium,60.99,Medium,3472.92,1.22,1.25,0.1308,0.5672,0
EMP0286,57,Male,Diploma,Operations,Senior,30,131163.0,21,19,191,23,6,3,5.4,83.1,28,0,Medium,58.9,Medium,4231.06,0.66,1.05,0.1198,0.5574,1
EMP0287,28,Female,Bachelor's,Finance,Senior,4,81762.0,40,17,142,36,6,5,5.2,84.6,0,1,Medium,68.37,Medium,16352.4,17.0,2.22,0.2517,0.6144,1
EMP0288,43,Male,Bachelor's,Operations,Mid,9,58799.0,51,12,174,12,9,4,5.4,92.1,6,0,Medium,69.09,Medium,5879.9,1.71,3.92,0.0686,0.6834,0
EMP0289,42,Male,Bachelor's,Operations,Manager,10,134050.0,90,19,201,39,2,1,7.7,94.2,6,1,Medium,58.49,Medium,12186.36,2.71,4.5,0.1931,0.8778,1
EMP0290,39,Female,Master's,Marketing,Mid,12,55528.0,54,8,180,14,8,4,5.8,78.7,12,0,Medium,60.91,Medium,4271.38,0.62,6.0,0.0773,0.6508,0
EMP0291,52,Male,Bachelor's,Engineering,Lead,14,129061.0,49,12,155,28,11,4,9.801,86.0,13,0,Medium,72.57,Medium,8604.07,0.86,3.77,0.1795,0.785,1
EMP0292,32,Female,Master's,Support,Junior,4,50768.0,25,11,154,15,2,3,7.1,91.9,4,0,Medium,61.53,Medium,10153.6,2.2,2.08,0.0968,0.6556,0
EMP0293,58,Male,Master's,HR,Senior,14,101605.0,49,1,193,26,11,4,5.0,82.8,12,1,Medium,51.89,Medium,6773.67,0.08,24.5,0.134,0.6282,1
EMP0294,34,Male,Bachelor's,Engineering,Manager,5,128831.0,57,1,177,13,0,4,5.9,93.5,1,0,Medium,59.49,Medium,21471.83,0.5,28.5,0.073,0.722,1
EMP0295,42,Female,Bachelor's,Support,Lead,14,131290.0,62,18,185,33,12,3,5.3,87.5,11,1,Medium,63.01,Medium,8752.67,1.5,3.26,0.1774,0.695,1
EMP0296,41,Female,Bachelor's,Support,Mid,14,68986.0,64,4,169,25,0,5,7.7,84.2,11,0,Medium,72.04,Medium,4599.07,0.33,12.8,0.1471,0.7598,0
EMP0297,54,Male,Bachelor's,HR,Senior,23,105447.0,48,7,167,11,3,4,4.0,90.4,19,0,Medium,61.03,Medium,4393.62,0.35,6.0,0.0655,0.6256,1
EMP0298,38,Female,Bachelor's,Operations,Mid,11,79698.0,24,12,193,38,7,4,4.5,93.1,11,1,Medium,60.93,Medium,6641.5,1.0,1.85,0.1959,0.5794,0
EMP0299,32,Female,Master's,Engineering,Senior,5,91271.0,23,11,140,28,12,2,5.6,83.2,2,1,High,46.29,Low,15211.83,3.67,1.92,0.1986,0.5698,1
